,branch4,col1,col101,col102,col103,col104,col105,col106,col2,col201,col202,col203,col204,col205,col206,col207,col208,col209,col210,col211,col212,col213,col214,col3,col301,col302,col303,col304,col305,col4,col401,col402,col403,col404,col405,col5,col7,col8,hiweight,hntst1,hntst10,hntst101,hntst102,hntst103,hntst104,hntst105,hntst11,hntst12,hntst2,hntst201,hntst202,hntst203,hntst204,hntst205,hntst206,hntst207,hntst208,hntst209,hntst210,hntst3,hntst301,hntst302,hntst303,hntst304,hntst305,hntst306,hntst307,hntst308,hntst309,hntst310,hntst4,hntst401,hntst402,hntst403,hntst404,hntst405,hntst406,hntst5,hntst7,hntst9,hock1,hock101,hock102,hock103,hock104,hock105,hock106,hock107,hock108,hock109,hock110,hock111,hock2,hock3,hock5,hock6,hrs2,hrs201,hrs202,hrs203,hrs204,hrs205,hrs3,hrs5,hrs6,hrse1,hrse101,hrse102,hrse103,hrse104,hrse105,hrse106,idnumber,jog1,jog101,jog102,jog103,jog104,jog105,jog106,jog107,jog108,jog109,jog110,jog2,jog3,jog301,jog302,jog303,jog304,jog305,jog4,jog5,jog501,jog502,jog503,jog504,jog505,jog506,jog507,jog6,jog8,jog9,lax1,lax101,lax102,lax103,lax104,lax105,lax106,lax2,lax3,lax5,lax6,loweight,off1,off101,off102,off103,off104,off105,off2,off201,off202,off203,off204,off205,off206,off207,off208,off3,off301,off302,off303,off304,off305,off306,off307,off308,off4,off401,off402,off403,off404,off405,off406,off407,off408,off5,off7,off8,shoot1,shoot101,shoot102,shoot103,shoot104,shoot105,shoot106,shoot107,shoot108,skte1,skte101,skte102,skte103,skte104,skte105,skte106,skte107,skte108,skte109,skte110,skte111,skte12,skte3,skte4,view1,view101,view102,view103,view104,view105,view106,view107,view108,view109,view110,view111,view112,view2,view201,view202,view203,view204,view205,view206,view207,view208,view3,view4,view401,view402,view403,view404,view405,view406,view407,view408,view409,view410,view411,view412,view5,view7,view8
1697,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Highly satisfied,Highly satisfied,101000000,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,110011101100,Checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,110100,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Yes,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,5,Satisfied,Satisfied
1698,At least 18,111100,Checked,Checked,Checked,Checked,Not checked,Not checked,1001000000100,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,220,Satisfied,Satisfied,523.95,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,11000000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.00,1010000000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,11100,Checked,Checked,Checked,Not checked,Not checked,Yes,,,,,,,,,10,Satisfied,Satisfied,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,10010100100,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,90,Satisfied,Satisfied
1699,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,1001000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,8,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,At least 18,101000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,11000,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,2,Satisfied,Satisfied,3575.23,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,111000000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,101000,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,5,Satisfied,Satisfied
1701,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,At least 18,10,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,1,Highly satisfied,Highly satisfied,270.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,1,Highly satisfied,Highly satisfied
1703,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,5,Highly satisfied,Highly satisfied
1704,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.00,1000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,160,Satisfied,Satisfied,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,At least 18,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,2,Satisfied,Satisfied,2848.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,2,Satisfied,Satisfied
1706,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.00,1000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,10,Satisfied,Satisfied,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1110000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,2,Satisfied,Satisfied
1707,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,Not checked,Checked,Checked,Not checked,Not checked,1,Satisfied,Satisfied,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1944.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,100,Highly satisfied,Highly satisfied,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,100,Satisfied,Satisfied,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,180,Satisfied,Satisfied
1709,At least 18,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,7,Satisfied,Highly satisfied,2595.42,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,100000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,10010000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,110100,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,,,,,,,4,Highly satisfied,Highly satisfied
1710,At least 18,10,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,1,Don't know / doesn't apply,Satisfied,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,At least 18,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,20,Satisfied,Satisfied,2653.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1110000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,4,Satisfied,Satisfied
1712,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5117.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3964.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703.00,10100000,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,10000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,365,Highly satisfied,Highly satisfied,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001000000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,2,Highly satisfied,Highly satisfied,10010000000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10100000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,5,Highly satisfied,Highly satisfied
1715,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,60,Highly satisfied,Highly satisfied,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,100001000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,20,Satisfied,Satisfied
1716,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,365,Neither satisfied nor dissatisfied,Satisfied
1717,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4825.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.00,1010000000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,4,Satisfied,Satisfied,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,2,Satisfied,Satisfied
1719,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000100,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,110100,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Yes,100010100100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,365,Highly satisfied,Highly satisfied
1721,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,30,Highly satisfied,Highly satisfied
1722,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Checked,Not checked,40,Don't know / doesn't apply,Don't know / doesn't apply,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1711.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5117.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.00,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,25,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,2,Satisfied,Satisfied
1724,At least 18,110100,Checked,Checked,Not checked,Checked,Not checked,Not checked,1000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,1000,Not checked,Checked,Not checked,Not checked,Not checked,180,Highly satisfied,Highly satisfied,145.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,100100,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,3,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,90,Highly satisfied,Highly satisfied
1725,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6372.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,111000,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,10,Satisfied,Satisfied
1726,At least 18,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,150,Highly satisfied,Highly satisfied,889.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.00,10100000,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,150,Highly satisfied,Highly satisfied,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,120,Highly satisfied,Highly satisfied,100010000000,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,30,Highly satisfied,Highly satisfied
